00:01.8,56.34383067,54.53243468,152.5765773,9096.426991,254.9123354,105.0238651
00:08.9,56.69962779,54.44241317,61.48375425,9279.839387,283.5384661,107.6846489
00:10.6,56.21639813,54.56443357,185.1197316,2605.044489,280.4269944,119.0880819
00:11.4,56.46154233,54.73878845,32.72587723,2932.806929,278.5263407,116.8032316
00:13.9,56.62915148,54.24323349,175.7436347,4713.975072,254.2739758,113.690792
00:17.3,56.24518963,54.58648984,187.7243076,2690.902507,280.5195228,118.9855039
00:18.2,56.32730365,54.5602161,164.8318544,260.4100668,262.9476729,109.3291841
00:18.8,56.54311278,54.84556345,55.1624007,4504.647923,287.6457731,100.1626888
,,,,,,
00:26.2,56.41601669,54.9896845,125.7698929,1370.201209,285.5343965,104.9714705
00:27.3,56.40388481,54.86983876,87.08476193,8017.466696,263.3850311,114.4067461
00:30.8,56.98957493,54.38056758,161.1652379,1625.528681,277.6772756,118.8353013
00:32.6,56.92190855,54.56651784,65.89161375,8557.364367,275.0172867,102.0440556
00:33.8,56.25658043,54.54027361,170.0743548,1076.599742,269.5676578,113.1759731
00:37.2,56.78536456,54.09354362,98.29285656,7099.017481,250.9040405,105.8514573
00:37.7,56.3749412,54.18221187,198.2120337,7967.532285,280.2011953,107.6371862
00:38.8,56.88172273,54.84556903,167.6006067,7732.616341,286.8553967,113.7200389
00:39.9,56.34310057,54.69378965,37.56138218,3951.677915,287.2928432,101.0274647
00:41.2,56.15488326,54.95547918,158.5327651,5566.710013,267.8633457,102.3151194
00:42.6,56.45239836,54.40617414,91.19148688,3137.257031,263.3750742,103.6468225
00:43.1,56.46477764,54.28965587,49.47079852,9394.123442,288.214529,111.3725451
,,,,,,
00:43.6,56.26905437,54.05757153,173.8350772,6346.058518,271.1561507,103.4444437
00:45.3,56.39780045,54.75541187,49.21395946,4706.347131,291.4123068,102.9030087
00:46.9,56.57184565,54.70012655,170.8292655,9566.883417,254.248462,103.4782529
00:47.0,56.97728407,54.90411284,171.260075,7577.703934,284.2299585,111.8399869
6/1/17 12:00,56.75994104,54.8209041,179.9174161,9428.302087,250.1896632,100.3598827
01:14.3,56.22286836,54.56997557,185.9040728,2641.899899,280.5648599,119.1264926
01:18.1,56.20672046,54.07608172,190.7253061,8148.04234,284.2082745,110.6240617
01:19.5,56.97703788,54.04183227,48.12653294,1714.210553,261.8107723,105.3212066
01:22.5,56.77181326,54.02509318,77.32342755,5316.530273,289.2466476,99.80247038
01:23.1,56.36834846,54.85956027,89.63125292,8419.838864,266.6597848,116.3125576
01:26.6,56.71643088,54.37927089,37.1588526,7049.509076,268.3895459,99.64324948
01:32.8,56.45655696,54.64603619,172.0376199,249.946369,260.7236931,107.4830149
01:33.0,56.34283134,54.24443934,54.82804904,476.5535334,297.463168,116.8682987
01:34.1,56.78527678,54.95142804,49.98848037,2837.305527,272.4940905,111.9366944
01:38.5,56.5669911,54.23901671,184.8771931,5830.679166,262.754676,118.4695016
01:44.5,56.41124564,54.23152923,38.80817895,8720.964044,284.6189996,109.7659351
01:48.7,56.28414394,54.92150217,125.0062695,1962.186439,291.6788439,108.8896374
01:51.0,56.89620526,54.40450253,185.1759664,4210.970748,296.4697174,108.191524
01:51.5,56.7202418,54.2123295,149.7509236,1965.048952,284.4296296,102.7942861
01:52.6,56.09281738,54.05942046,34.42400144,9926.266186,297.961485,118.4424884
01:58.2,56.53519737,54.1329826,154.2305322,3285.530691,296.3169151,110.0065942
01:58.3,56.77577792,54.9679808,57.23122621,3523.865642,277.2294722,114.4726388
02:03.9,56.8548934,54.47203854,45.1612262,7063.28825,266.1736983,118.7530013
02:04.3,56.21032205,54.85671444,115.5281594,1494.99205,289.7945795,108.2879635
02:07.8,56.98495644,54.15648794,85.76330486,4995.509421,283.5541222,116.6948929
02:08.2,56.67837173,54.20863129,155.6114445,2691.504081,289.9704983,105.92306
02:08.3,56.73337514,54.86294515,198.7275773,1220.851727,262.5827592,107.0057291
02:09.2,56.47933115,54.26846323,39.79120148,8467.273781,281.7929727,107.9248221
02:17.2,56.74444442,54.89873127,39.01308161,2073.049816,268.0795918,109.8334525
02:22.1,56.22668048,54.88748134,123.2079745,2090.830632,293.4941962,110.1443805
6/1/17 12:02,56.71133473,54.57385623,104.1842132,2988.992223,258.071036,99.50278656
02:37.6,56.773704,54.25241119,154.2901258,2098.25582,284.4266388,102.5120394
02:43.3,56.84170386,54.67390701,116.0387266,3383.133054,258.5258227,99.05711168
02:49.4,56.00434396,54.49065975,196.0858417,4632.9133,297.480356,108.1543811
02:53.1,56.84427373,54.10743708,93.00207437,6337.637918,294.8463573,102.3619005
02:53.3,56.56884343,54.0643238,125.1667081,552.8453414,277.5382452,99.97115072
02:55.7,56.30790352,54.1682768,34.87051334,8890.23357,287.4698318,111.8051682
03:10.6,56.89640988,54.94644756,199.4024904,465.2291492,254.8280296,102.0785637
03:15.7,56.07769512,54.70849037,87.67855456,9700.808646,280.0438057,103.8650986
03:22.7,56.45184082,54.61056109,160.7778291,9280.016096,254.3360936,104.1542848
03:23.5,56.14472682,54.86426502,129.2465456,3033.414019,251.1439797,114.5907735
03:29.4,56.7611401,54.7303168,148.9138959,6686.70209,281.8923456,111.7474959
03:35.9,56.61320816,54.21021828,167.2288288,4042.385274,250.0624325,111.5634342
03:40.9,56.45034215,54.22860263,31.16672985,7851.23601,278.1692043,106.174536
03:43.7,56.02551778,54.70321446,94.754893,586.0781346,286.8152246,107.6940246
03:44.1,56.30632912,54.66402269,33.69176394,3794.098279,286.8551699,100.9907363
03:46.4,56.96635343,54.05086538,53.01414678,2198.892837,265.2200617,107.1671768
03:46.4,56.49256766,54.91816463,88.43947212,7693.585734,259.7477773,112.0316029
03:47.5,56.13960543,54.045187,191.6306572,8563.50142,288.0965856,113.0177789
03:51.7,56.35500449,54.4131833,110.1315604,5295.409372,279.3859877,112.56387
03:56.9,56.4230917,54.41964932,100.7551795,4127.645574,270.4661088,107.5234757
04:00.9,56.48021589,54.98499062,113.260108,9945.40066,274.9657395,99.08587983
,,,,,,
04:01.1,56.44455183,54.35551598,75.30162096,1774.442695,254.4204208,119.9868238
04:12.8,56.83455399,54.48839808,54.1811689,7960.862596,272.4965175,101.1792632
04:17.8,56.98790308,54.88535335,163.076613,6802.538669,278.8852064,108.9782422
